Date,subjectivity,polarity,sentiment,djia_close1,djia_volume,qqq_close,axjo_close,clf_close,djia_close2
2012-07-23,subjective,negative,negative,down,down,down,up,up,up
2012-07-24,subjective,positive,negative,up,down,down,down,up,up
2012-07-25,subjective,positive,negative,up,up,up,up,up,up
2012-07-26,subjective,negative,negative,up,up,up,up,up,down
2012-07-27,subjective,positive,negative,down,down,down,up,down,down
2012-07-30,subjective,positive,negative,down,up,down,up,down,down
2012-07-31,subjective,positive,negative,down,up,down,down,up,down
2012-08-01,subjective,positive,negative,down,down,down,up,down,up
2012-08-02,subjective,positive,negative,up,down,up,down,up,up
2012-08-03,subjective,positive,negative,up,down,up,up,up,up
2012-08-06,subjective,negative,negative,up,up,up,up,up,up
2012-08-07,subjective,positive,negative,up,down,down,up,down,down
2012-08-08,subjective,negative,negative,down,down,up,down,up,up
2012-08-09,subjective,positive,negative,up,up,up,down,down,down
2012-08-10,subjective,positive,negative,down,down,up,up,down,up
2012-08-13,subjective,positive,negative,up,up,up,up,up,down
2012-08-14,subjective,negative,negative,down,down,up,down,up,up
2012-08-15,subjective,negative,negative,up,up,up,up,up,up
2012-08-16,subjective,positive,negative,up,up,up,up,up,down
2012-08-17,subjective,negative,negative,down,down,up,down,down,down
2012-08-20,subjective,negative,negative,down,up,down,up,up,down
2012-08-21,subjective,negative,negative,down,down,up,down,up,down
2012-08-22,subjective,negative,negative,down,down,down,up,down,up
2012-08-23,subjective,positive,negative,up,down,up,down,down,down
2012-08-24,subjective,positive,negative,down,up,up,down,down,down
2012-08-27,subjective,negative,negative,down,down,up,up,up,up
2012-08-28,subjective,negative,negative,up,up,up,down,down,down
2012-08-29,subjective,positive,negative,down,down,down,down,down,up
2012-08-30,subjective,negative,negative,up,up,up,up,up,down
2012-08-31,subjective,positive,negative,down,down,down,down,down,up
2012-09-04,subjective,positive,negative,up,down,down,down,up,up
2012-09-05,subjective,negative,negative,up,up,up,up,up,up
2012-09-06,subjective,negative,negative,up,up,down,up,up,down
2012-09-07,subjective,positive,negative,down,down,down,up,up,up
2012-09-10,subjective,positive,negative,up,down,down,down,up,up
2012-09-11,subjective,positive,negative,up,up,up,up,down,up
2012-09-12,subjective,positive,negative,up,up,up,down,up,up
2012-09-13,subjective,positive,negative,up,up,up,up,up,down
2012-09-14,subjective,negative,negative,down,down,up,up,down,up
2012-09-17,objective,negative,negative,up,down,up,down,down,up
2012-09-18,subjective,positive,negative,up,down,up,up,down,up
2012-09-19,subjective,negative,negative,up,up,down,down,down,down
2012-09-20,subjective,positive,negative,down,up,down,up,up,down
2012-09-21,subjective,positive,negative,down,down,down,down,down,down
2012-09-24,subjective,positive,negative,down,up,down,down,down,down
2012-09-25,subjective,positive,negative,down,down,down,down,down,up
2012-09-26,subjective,positive,negative,up,down,up,up,up,down
2012-09-27,subjective,positive,negative,down,up,down,up,up,up
2012-09-28,subjective,positive,negative,up,down,down,up,up,down
2012-10-01,subjective,positive,negative,down,down,up,up,down,up
2012-10-02,subjective,positive,negative,up,up,up,up,down,up
2012-10-03,subjective,negative,negative,up,up,up,up,up,up
2012-10-04,subjective,negative,negative,up,up,down,up,down,down
2012-10-05,subjective,negative,negative,down,down,down,down,down,down
2012-10-08,subjective,positive,negative,down,up,down,up,up,down
2012-10-09,subjective,positive,negative,down,down,down,down,down,down
2012-10-10,subjective,positive,negative,down,down,down,down,up,up
2012-10-11,subjective,negative,negative,up,up,down,up,down,up
2012-10-12,subjective,negative,negative,up,up,up,down,down,up
2012-10-15,subjective,positive,negative,up,down,up,up,up,up
2012-10-16,subjective,negative,negative,up,up,down,up,up,down
2012-10-17,subjective,negative,negative,down,down,down,up,down,down
2012-10-18,subjective,negative,negative,down,up,down,up,down,up
2012-10-19,subjective,negative,negative,up,down,up,down,down,down
2012-10-22,subjective,positive,negative,down,up,down,up,down,down
2012-10-23,subjective,positive,negative,down,down,down,down,down,up
2012-10-24,subjective,positive,negative,up,up,down,up,up,up
2012-10-25,subjective,negative,negative,up,up,up,down,up,down
2012-10-26,subjective,positive,negative,down,up,down,up,down,up
2012-10-31,subjective,positive,negative,up,up,up,down,up,down
2012-11-01,subjective,positive,negative,down,down,down,up,down,up
2012-11-02,subjective,positive,negative,up,down,up,up,up,up
2012-11-05,subjective,positive,negative,up,up,up,up,up,down
2012-11-06,subjective,positive,negative,down,up,down,up,down,down
2012-11-07,subjective,negative,negative,down,down,down,down,up,up
2012-11-08,subjective,positive,negative,up,down,up,down,up,down
2012-11-09,subjective,positive,negative,down,down,down,down,down,down
2012-11-12,subjective,positive,negative,down,up,down,down,down,down
2012-11-13,subjective,positive,negative,down,up,down,up,up,down
2012-11-14,subjective,positive,negative,down,down,down,down,down,up
2012-11-15,subjective,positive,negative,up,up,up,down,up,up
2012-11-16,subjective,negative,negative,up,down,up,up,up,down
2012-11-19,subjective,negative,negative,down,down,up,up,down,up
2012-11-20,subjective,negative,negative,up,down,up,down,up,up
2012-11-21,subjective,negative,negative,up,up,up,up,up,down
2012-11-26,subjective,negative,negative,down,up,down,up,down,up
2012-11-27,subjective,positive,negative,up,up,up,down,down,up
2012-11-28,subjective,positive,negative,up,down,up,up,up,up
2012-11-29,subjective,negative,negative,up,up,down,up,up,down
2012-11-30,subjective,negative,negative,down,down,down,up,up,down
2012-12-03,subjective,positive,negative,down,up,down,down,down,up
2012-12-04,subjective,positive,negative,up,up,down,up,down,up
2012-12-05,subjective,negative,negative,up,down,up,down,down,up
2012-12-06,subjective,negative,negative,up,up,down,up,down,up
2012-12-07,subjective,negative,negative,up,down,up,up,down,up
2012-12-10,subjective,negative,negative,up,up,up,up,up,down
2012-12-11,subjective,positive,negative,down,up,down,up,up,down
2012-12-12,subjective,positive,negative,down,down,down,down,down,down
2012-12-13,subjective,positive,negative,down,up,down,up,up,up
2012-12-14,subjective,negative,negative,up,up,up,down,up,up
2012-12-17,subjective,positive,negative,up,up,up,up,up,down
2012-12-18,subjective,positive,negative,down,down,down,up,up,up
2012-12-19,subjective,negative,negative,up,down,down,up,up,down
2012-12-20,subjective,negative,negative,down,up,down,down,down,down
2012-12-21,subjective,positive,negative,down,down,down,up,up,down
2012-12-27,subjective,negative,negative,down,down,down,up,down,up
2012-12-28,subjective,positive,negative,up,up,up,down,up,up
2012-12-31,subjective,positive,negative,up,up,up,up,up,down
2013-01-02,subjective,negative,negative,down,down,down,up,down,up
2013-01-03,subjective,positive,negative,up,down,down,down,up,down
2013-01-04,subjective,negative,negative,down,up,up,down,up,down
2013-01-07,subjective,negative,negative,down,up,down,down,down,up
2013-01-08,subjective,positive,negative,up,down,up,up,down,up
2013-01-09,subjective,positive,negative,up,up,up,up,up,up
2013-01-10,subjective,negative,negative,up,down,up,down,down,up
2013-01-11,subjective,positive,negative,up,down,down,up,up,up
2013-01-14,subjective,positive,negative,up,down,down,down,down,down
2013-01-15,subjective,positive,negative,down,up,up,up,up,up
2013-01-16,subjective,positive,negative,up,up,up,up,up,up
2013-01-17,subjective,positive,negative,up,up,down,up,up,up
2013-01-18,subjective,negative,negative,up,down,up,up,up,up
2013-01-22,subjective,positive,negative,up,down,up,up,down,up
2013-01-23,subjective,positive,negative,up,up,down,up,up,up
2013-01-24,subjective,negative,negative,up,up,up,up,down,up
2013-01-25,subjective,positive,negative,up,down,up,up,up,down
2013-01-29,subjective,positive,negative,down,up,down,up,up,down
2013-01-30,subjective,positive,negative,down,up,down,down,down,up
2013-01-31,subjective,negative,negative,up,down,up,up,up,down
2013-02-01,subjective,positive,negative,down,up,down,down,down,up
2013-02-04,subjective,positive,negative,up,up,up,down,up,up
2013-02-05,subjective,positive,negative,up,down,down,up,down,down
2013-02-06,subjective,negative,negative,down,down,up,up,down,up
2013-02-07,subjective,positive,negative,up,down,up,up,down,down
2013-02-08,subjective,negative,negative,down,down,up,down,up,up
2013-02-11,subjective,positive,negative,up,up,down,down,up,down
2013-02-12,subjective,positive,negative,down,up,up,up,down,down
2013-02-13,subjective,negative,negative,down,down,down,up,up,up
2013-02-14,subjective,positive,negative,up,up,down,down,down,up
2013-02-15,subjective,negative,negative,up,down,up,up,up,down
2013-02-19,subjective,positive,negative,down,up,down,up,down,down
2013-02-20,subjective,positive,negative,down,down,down,down,down,up
2013-02-21,subjective,negative,negative,up,up,up,up,up,down
2013-02-22,subjective,positive,negative,down,up,down,up,down,up
2013-02-25,subjective,positive,negative,up,down,up,down,down,up
2013-02-26,subjective,negative,negative,up,down,up,up,up,down
2013-02-27,subjective,positive,negative,down,up,down,up,down,up
2013-02-28,subjective,negative,negative,up,down,up,down,down,up
2013-03-01,subjective,positive,negative,up,down,up,down,down,up
2013-03-04,subjective,positive,positive,up,up,up,up,up,up
2013-03-05,subjective,negative,negative,up,up,down,up,down,up
2013-03-06,subjective,negative,negative,up,up,up,down,up,up
2013-03-07,subjective,positive,negative,up,down,up,up,up,up
2013-03-08,subjective,positive,negative,up,down,up,up,up,up
2013-03-11,subjective,negative,negative,up,up,down,down,up,up
2013-03-12,subjective,positive,negative,up,down,down,down,down,up
2013-03-13,subjective,negative,negative,up,up,up,down,up,down
2013-03-14,subjective,positive,negative,down,up,down,up,up,down
2013-03-15,subjective,negative,negative,down,down,down,down,up,up
2013-03-18,subjective,negative,negative,up,up,down,down,down,up
2013-03-19,subjective,positive,negative,up,down,up,down,up,down
2013-03-20,subjective,positive,negative,down,down,down,down,down,up
2013-03-21,subjective,negative,negative,up,down,up,up,up,down
2013-03-22,subjective,positive,negative,down,up,down,up,up,up
2013-03-25,subjective,positive,negative,up,down,up,down,up,down
2013-03-26,subjective,positive,negative,down,down,up,up,up,up
2013-03-27,subjective,positive,negative,up,up,up,down,up,up
2013-03-28,subjective,positive,negative,up,down,up,up,down,down
2013-04-02,subjective,positive,negative,down,up,down,down,down,up
2013-04-03,subjective,positive,negative,up,down,up,down,down,down
2013-04-04,subjective,positive,negative,down,up,down,down,down,up
2013-04-05,subjective,positive,negative,up,down,up,up,up,up
2013-04-08,subjective,positive,negative,up,up,up,up,up,up
2013-04-09,subjective,negative,negative,up,down,up,down,up,up
2013-04-10,subjective,positive,negative,up,up,down,up,down,down
2013-04-11,subjective,positive,negative,down,down,down,up,down,down
2013-04-12,subjective,positive,negative,down,up,down,down,down,up
2013-04-15,subjective,positive,negative,up,down,up,down,up,down
2013-04-16,subjective,positive,negative,down,up,down,up,down,down
2013-04-17,subjective,positive,negative,down,down,down,down,up,up
2013-04-18,subjective,positive,negative,up,up,up,up,up,up
2013-04-19,subjective,positive,negative,up,down,up,up,up,up
2013-04-22,subjective,positive,negative,up,down,up,up,up,down
2013-04-23,subjective,positive,negative,down,up,down,up,up,up
2013-04-24,subjective,positive,negative,up,down,up,down,up,up
2013-04-26,subjective,negative,negative,up,down,up,up,up,up
2013-04-29,subjective,positive,negative,up,up,up,up,down,down
2013-04-30,subjective,positive,negative,down,down,down,down,down,up
2013-05-01,subjective,positive,negative,up,down,up,down,up,up
2013-05-02,subjective,negative,negative,up,up,up,down,up,down
2013-05-03,subjective,positive,negative,down,down,up,up,up,up
2013-05-06,subjective,positive,negative,up,up,down,down,down,up
2013-05-07,subjective,positive,negative,up,down,up,up,up,down
2013-05-08,subjective,negative,negative,down,down,down,down,down,up
2013-05-09,subjective,positive,negative,up,up,up,up,down,down
2013-05-10,subjective,positive,negative,down,down,up,up,down,up
2013-05-13,subjective,positive,negative,up,up,up,up,down,up
2013-05-14,subjective,positive,negative,up,down,up,down,up,down
2013-05-15,subjective,positive,negative,down,up,down,down,up,up
2013-05-16,subjective,positive,negative,up,up,up,up,up,down
2013-05-17,subjective,negative,negative,down,down,down,up,up,up
2013-05-20,subjective,positive,negative,up,up,up,down,down,down
2013-05-21,subjective,positive,negative,down,up,down,down,down,down
2013-05-22,subjective,positive,negative,down,down,down,down,down,up
2013-05-23,subjective,positive,negative,up,down,down,down,down,up
2013-05-24,subjective,positive,negative,up,up,up,down,up,down
2013-05-28,subjective,negative,negative,down,down,down,up,down,up
2013-05-29,subjective,positive,negative,up,up,up,down,up,down
2013-05-30,subjective,positive,negative,down,up,down,down,down,up
2013-05-31,subjective,positive,negative,up,down,up,down,up,down
2013-06-03,subjective,negative,negative,down,down,down,up,down,down
2013-06-04,subjective,positive,negative,down,up,down,down,up,up
2013-06-05,subjective,negative,negative,up,down,up,down,up,up
2013-06-06,subjective,positive,negative,up,down,up,down,up,down
2013-06-07,subjective,negative,negative,down,down,down,up,down,down
2013-06-11,subjective,positive,negative,down,up,down,down,up,up
2013-06-12,subjective,negative,negative,up,down,up,down,up,down
2013-06-13,subjective,positive,negative,down,up,down,up,up,up
2013-06-14,subjective,positive,negative,up,up,up,up,down,up
2013-06-17,subjective,positive,negative,up,down,up,down,up,down
2013-06-18,subjective,positive,negative,down,up,down,up,down,down
2013-06-19,subjective,negative,negative,down,up,down,down,down,up
2013-06-20,subjective,positive,negative,up,up,down,down,down,down
2013-06-21,subjective,positive,negative,down,down,down,down,up,up
2013-06-24,subjective,positive,negative,up,down,up,down,up,up
2013-06-25,subjective,positive,negative,up,down,up,up,up,up
2013-06-26,subjective,positive,negative,up,down,up,up,up,down
2013-06-27,subjective,positive,negative,down,up,up,down,down,up
2013-06-28,subjective,positive,negative,up,down,up,down,up,down
2013-07-01,subjective,positive,negative,down,down,up,up,up,up
2013-07-02,subjective,negative,negative,up,down,up,up,up,up
2013-07-05,subjective,positive,negative,up,up,up,down,down,up
2013-07-08,subjective,positive,negative,up,down,up,up,up,down
2013-07-09,subjective,positive,negative,down,down,up,up,up,up
2013-07-10,subjective,negative,negative,up,up,up,up,down,up
2013-07-11,subjective,positive,negative,up,up,up,up,up,up
2013-07-12,subjective,positive,positive,up,down,up,up,up,down
2013-07-15,subjective,negative,negative,down,up,down,up,down,up
2013-07-16,subjective,positive,negative,up,up,up,down,up,up
2013-07-17,subjective,positive,negative,up,up,down,up,up,down
2013-07-18,subjective,negative,negative,down,up,down,down,up,up
2013-07-19,subjective,positive,negative,up,down,up,up,down,up
2013-07-22,subjective,positive,negative,up,down,down,up,up,down
2013-07-23,subjective,positive,negative,down,up,up,up,down,up
2013-07-24,subjective,negative,negative,up,up,up,up,up,up
2013-07-25,subjective,positive,negative,up,down,up,up,down,down
2013-07-26,subjective,negative,negative,down,down,down,up,down,down
2013-07-29,objective,negative,negative,down,up,up,up,down,down
2013-07-30,subjective,positive,negative,down,up,up,up,up,up
2013-07-31,subjective,positive,negative,up,down,up,up,up,up
2013-08-01,subjective,positive,negative,up,down,up,up,down,down
2013-08-02,subjective,positive,negative,down,down,up,down,down,down
2013-08-05,subjective,positive,negative,down,up,down,down,down,down
2013-08-06,subjective,positive,negative,down,up,down,down,down,up
2013-08-07,subjective,positive,negative,up,up,up,up,down,down
2013-08-08,subjective,positive,negative,down,down,down,down,up,down
2013-08-09,subjective,positive,negative,down,down,up,up,up,up
2013-08-12,subjective,positive,negative,up,up,up,up,up,down
2013-08-13,subjective,positive,negative,down,up,down,down,up,down
2013-08-14,subjective,negative,negative,down,up,down,down,up,down
2013-08-15,subjective,positive,negative,down,up,down,down,up,down
2013-08-16,subjective,positive,negative,down,down,down,down,down,down
2013-08-19,subjective,positive,negative,down,down,up,down,down,down
2013-08-20,subjective,negative,negative,down,down,down,up,down,up
2013-08-21,subjective,negative,negative,up,up,up,down,up,up
2013-08-22,subjective,negative,negative,up,down,up,up,up,down
2013-08-23,subjective,negative,negative,down,down,up,up,down,down
2013-08-26,subjective,positive,negative,down,up,down,up,up,up
2013-08-27,subjective,negative,negative,up,down,up,down,up,up
2013-08-28,subjective,positive,negative,up,down,up,up,down,down
2013-08-29,subjective,positive,negative,down,up,down,up,down,up
2013-08-30,subjective,positive,negative,up,up,up,up,up,up
2013-09-03,subjective,positive,negative,up,down,up,down,down,up
2013-09-04,subjective,positive,negative,up,down,up,down,up,down
2013-09-05,subjective,positive,negative,down,up,up,up,up,up
2013-09-06,subjective,negative,negative,up,down,up,up,down,up
2013-09-09,subjective,positive,negative,up,up,up,up,down,up
2013-09-10,subjective,positive,negative,up,down,down,up,up,down
2013-09-11,subjective,positive,negative,down,down,down,up,up,up
2013-09-12,subjective,positive,negative,up,down,up,down,down,up
2013-09-13,subjective,positive,negative,up,up,down,up,down,up
2013-09-16,subjective,positive,negative,up,down,up,up,down,up
2013-09-17,subjective,negative,negative,up,up,up,down,up,down
2013-09-18,subjective,positive,negative,down,down,up,up,down,down
2013-09-19,subjective,positive,negative,down,up,down,down,down,down
2013-09-20,subjective,positive,negative,down,down,down,down,down,down
2013-09-23,subjective,negative,negative,down,down,up,down,down,down
2013-09-24,subjective,positive,negative,down,down,down,up,down,up
2013-09-25,subjective,positive,negative,up,down,up,up,up,down
2013-09-26,subjective,positive,negative,down,up,down,up,down,down
2013-09-27,subjective,positive,negative,down,up,down,down,down,up
2013-09-30,subjective,negative,negative,up,down,up,down,down,down
2013-10-01,subjective,negative,negative,down,up,down,up,up,down
2013-10-02,subjective,negative,negative,down,up,down,up,down,up
2013-10-03,subjective,negative,negative,up,down,up,down,up,down
2013-10-04,subjective,positive,negative,down,up,down,down,down,down
2013-10-07,subjective,positive,negative,down,up,down,down,up,up
2013-10-08,subjective,positive,negative,up,up,down,up,down,up
2013-10-09,subjective,negative,negative,up,up,up,down,up,up
2013-10-10,subjective,positive,negative,up,down,up,up,down,up
2013-10-11,subjective,positive,negative,up,down,up,down,up,down
2013-10-14,subjective,positive,negative,down,up,down,up,down,up
2013-10-15,subjective,positive,negative,up,up,up,up,up,down
2013-10-16,subjective,negative,negative,down,up,up,up,down,up
2013-10-17,subjective,negative,negative,up,up,up,up,up,down
2013-10-18,subjective,positive,negative,down,down,up,up,down,up
2013-10-21,subjective,negative,negative,up,up,up,up,down,down
2013-10-22,subjective,negative,negative,down,down,down,down,down,up
2013-10-23,subjective,positive,negative,up,down,up,up,up,up
2013-10-24,subjective,negative,negative,up,up,up,up,up,down
2013-10-25,subjective,positive,negative,down,down,down,up,up,up
2013-10-28,subjective,negative,negative,up,down,up,down,down,down
2013-10-29,objective,negative,negative,down,down,down,up,down,down
2013-10-30,subjective,positive,negative,down,up,down,down,down,up
2013-10-31,subjective,negative,negative,up,down,up,down,down,up
2013-11-01,subjective,positive,negative,up,down,up,down,up,down
2013-11-04,subjective,negative,negative,down,up,up,up,down,up
2013-11-05,subjective,positive,negative,up,up,down,up,up,down
2013-11-06,subjective,positive,negative,down,down,down,down,down,up
2013-11-07,subjective,positive,negative,up,down,up,down,up,up
2013-11-08,subjective,negative,negative,up,down,down,down,up,down
2013-11-11,subjective,positive,negative,down,up,up,up,down,up
2013-11-12,subjective,positive,negative,up,up,up,down,up,up
2013-11-13,subjective,positive,negative,up,up,up,up,down,up
2013-11-14,subjective,negative,negative,up,up,up,up,up,up
2013-11-15,subjective,negative,negative,up,down,down,down,down,down
2013-11-18,subjective,positive,negative,down,down,down,down,up,down
2013-11-19,subjective,positive,negative,down,down,down,down,down,up
2013-11-20,subjective,positive,positive,up,down,up,down,up,up
2013-11-21,subjective,positive,negative,up,up,up,up,down,up
2013-11-22,subjective,positive,negative,up,up,up,up,down,up
2013-11-25,subjective,positive,negative,up,up,up,up,down,up
2013-11-26,subjective,positive,negative,up,down,up,down,down,down
2013-11-27,subjective,negative,negative,down,up,up,down,up,down
2013-12-02,subjective,negative,negative,down,up,down,down,up,down
2013-12-03,subjective,positive,negative,down,up,up,up,up,down
2013-12-04,subjective,negative,negative,down,up,down,down,up,up
2013-12-05,subjective,positive,negative,up,down,up,down,up,up
2013-12-06,subjective,positive,negative,up,down,up,down,down,down
2013-12-09,subjective,positive,negative,down,down,down,down,up,down
2013-12-10,subjective,positive,negative,down,up,down,down,down,down
2013-12-11,subjective,positive,negative,down,down,down,down,up,up
2013-12-12,subjective,positive,negative,up,down,down,up,down,up
2013-12-13,subjective,positive,negative,up,up,up,down,up,down
2013-12-16,subjective,positive,negative,down,up,down,up,down,up
2013-12-17,subjective,positive,negative,up,up,up,down,up,up
2013-12-18,subjective,positive,negative,up,down,down,up,up,up
2013-12-19,subjective,positive,negative,up,up,up,up,up,up
2013-12-20,subjective,negative,negative,up,down,up,up,down,up
2013-12-23,subjective,positive,negative,up,down,up,up,up,up
2013-12-27,subjective,negative,negative,up,up,down,up,down,up
2013-12-30,subjective,negative,negative,up,up,up,down,down,down
2013-12-31,subjective,positive,negative,down,up,down,up,down,up
2014-01-02,subjective,positive,negative,up,down,down,down,down,down
2014-01-03,subjective,positive,negative,down,up,down,down,down,up
2014-01-06,subjective,positive,negative,up,down,up,down,up,down
2014-01-07,subjective,positive,negative,down,up,up,down,down,down
2014-01-08,subjective,positive,negative,down,down,down,up,down,down
2014-01-09,subjective,positive,negative,down,up,up,down,up,down
2014-01-10,subjective,positive,negative,down,up,down,down,down,up
2014-01-13,subjective,negative,negative,up,down,up,down,up,up
2014-01-14,subjective,negative,negative,up,up,up,up,up,down
2014-01-15,subjective,positive,negative,down,down,up,up,down,up
2014-01-16,subjective,positive,negative,up,up,down,down,up,down
2014-01-17,subjective,positive,negative,down,down,up,up,up,down
2014-01-21,subjective,negative,negative,down,down,up,down,up,down
2014-01-22,subjective,positive,negative,down,up,down,down,up,down
2014-01-23,subjective,positive,negative,down,up,down,down,down,up
2014-01-24,subjective,positive,positive,up,down,down,down,up,down
2014-01-28,subjective,negative,negative,down,up,down,up,down,up
2014-01-29,subjective,positive,negative,up,down,up,down,up,down
2014-01-30,subjective,negative,negative,down,up,down,up,down,down
2014-01-31,subjective,positive,negative,down,up,down,down,down,up
2014-02-03,subjective,positive,negative,up,down,up,down,up,down
2014-02-04,subjective,positive,negative,down,down,down,down,up,up
2014-02-05,subjective,positive,negative,up,up,up,up,up,up
2014-02-06,subjective,negative,negative,up,down,up,up,up,up
2014-02-07,subjective,positive,positive,up,down,up,up,up,up
2014-02-10,subjective,positive,negative,up,up,up,up,down,down
2014-02-11,subjective,positive,negative,down,down,up,up,up,up
2014-02-12,subjective,positive,negative,up,up,up,down,down,up
2014-02-13,subjective,positive,negative,up,down,up,up,down,down
2014-02-14,subjective,positive,negative,down,up,up,up,up,down
2014-02-18,subjective,positive,negative,down,down,down,up,up,up
2014-02-19,subjective,negative,negative,up,down,up,up,down,down
2014-02-20,subjective,negative,negative,down,up,down,up,down,up
2014-02-21,subjective,negative,negative,up,up,up,up,up,down
2014-02-24,subjective,positive,negative,down,down,down,down,down,up
2014-02-25,subjective,positive,negative,up,down,down,up,up,up
2014-02-26,subjective,positive,negative,up,up,up,down,down,up
2014-02-27,subjective,positive,negative,up,up,down,down,up,down
2014-02-28,subjective,negative,negative,down,down,down,down,up,up
2014-03-03,subjective,negative,negative,up,up,up,up,down,down
2014-03-04,subjective,negative,negative,down,down,up,up,down,up
2014-03-05,subjective,positive,negative,up,up,down,down,up,up
2014-03-06,subjective,positive,negative,up,up,down,up,up,down
2014-03-07,subjective,negative,negative,down,down,up,down,down,down
2014-03-10,subjective,negative,negative,down,up,down,up,down,down
2014-03-11,subjective,positive,negative,down,down,up,down,down,down
2014-03-12,subjective,negative,negative,down,up,down,up,up,down
2014-03-13,subjective,positive,negative,down,down,down,down,up,up
2014-03-14,subjective,negative,negative,up,up,up,down,down,up
2014-03-17,subjective,negative,negative,up,down,up,up,up,down
2014-03-18,subjective,positive,positive,down,up,down,up,up,up
2014-03-19,subjective,positive,negative,up,up,up,down,down,down
2014-03-20,subjective,positive,negative,down,up,down,up,up,down
2014-03-21,subjective,negative,negative,down,down,down,up,up,up
2014-03-24,subjective,positive,negative,up,down,up,down,down,down
2014-03-25,subjective,positive,negative,down,up,down,up,up,down
2014-03-26,subjective,positive,negative,down,up,down,down,up,up
2014-03-27,subjective,positive,negative,up,down,up,up,up,up
2014-03-28,subjective,negative,negative,up,up,up,up,down,up
2014-03-31,subjective,positive,negative,up,down,up,down,down,up
2014-04-01,subjective,positive,negative,up,down,up,up,down,down
2014-04-02,subjective,negative,negative,down,down,down,up,up,down
2014-04-03,subjective,negative,negative,down,up,down,up,up,down
2014-04-04,subjective,negative,negative,down,up,down,down,down,up
2014-04-07,subjective,negative,negative,up,down,up,down,up,up
2014-04-08,subjective,positive,negative,up,down,up,up,up,down
2014-04-09,subjective,positive,negative,down,up,down,up,down,down
2014-04-10,subjective,negative,negative,down,up,down,down,up,up
2014-04-11,subjective,negative,negative,up,down,up,down,up,up
2014-04-14,subjective,positive,negative,up,up,up,up,down,up
2014-04-15,subjective,positive,negative,up,down,up,up,up,down
2014-04-16,subjective,positive,negative,down,up,up,up,up,up
2014-04-17,subjective,positive,negative,up,down,up,up,down,down
2014-04-22,subjective,negative,negative,down,down,down,up,down,up
2014-04-23,subjective,positive,negative,up,up,up,up,up,down
2014-04-24,subjective,positive,negative,down,up,down,up,down,up
2014-04-28,subjective,positive,negative,up,down,up,down,up,up
2014-04-29,subjective,negative,negative,up,up,up,up,down,down
2014-04-30,subjective,negative,negative,down,down,up,down,down,down
2014-05-01,subjective,negative,negative,down,up,down,up,up,up
2014-05-02,subjective,positive,negative,up,down,up,up,down,down
2014-05-05,subjective,positive,negative,down,up,down,up,up,up
2014-05-06,subjective,positive,negative,up,up,down,down,up,up
2014-05-07,subjective,positive,negative,up,down,down,up,down,up
2014-05-08,subjective,negative,negative,up,down,up,down,down,up
2014-05-09,subjective,positive,negative,up,down,up,down,up,up
2014-05-12,subjective,negative,negative,up,down,up,up,up,down
2014-05-13,subjective,positive,negative,down,up,down,down,up,down
2014-05-14,subjective,positive,negative,down,up,down,up,down,up
2014-05-15,subjective,positive,negative,up,up,up,down,up,up
2014-05-16,subjective,positive,negative,up,down,up,down,up,down
2014-05-19,subjective,positive,negative,down,down,down,up,down,up
2014-05-20,subjective,positive,negative,up,up,up,up,up,up
2014-05-21,subjective,positive,negative,up,down,up,up,down,up
2014-05-22,subjective,positive,negative,up,up,up,up,up,up
2014-05-23,subjective,positive,negative,up,up,up,up,down,down
2014-05-27,subjective,positive,negative,down,down,down,up,down,up
2014-05-28,subjective,positive,negative,up,down,up,down,up,up
2014-05-29,subjective,positive,negative,up,up,up,down,down,up
2014-05-30,subjective,positive,negative,up,down,down,up,down,down
2014-06-02,subjective,positive,negative,down,up,down,down,up,up
2014-06-03,subjective,positive,negative,up,down,up,down,down,up
2014-06-04,subjective,positive,negative,up,up,up,down,down,up
2014-06-05,subjective,negative,negative,up,up,up,up,up,up
2014-06-06,subjective,negative,negative,up,down,up,up,up,down
2014-06-10,subjective,negative,negative,down,down,down,down,up,down
2014-06-11,subjective,positive,negative,down,up,down,down,up,up
2014-06-12,subjective,positive,negative,up,up,up,down,up,up
2014-06-13,subjective,positive,negative,up,down,up,up,down,up
2014-06-16,subjective,positive,negative,up,down,up,down,down,up
2014-06-17,subjective,positive,negative,up,up,up,down,down,up
2014-06-18,subjective,negative,negative,up,up,down,up,up,up
2014-06-19,subjective,positive,negative,up,up,down,down,up,down
2014-06-20,subjective,negative,negative,down,down,up,up,down,down
2014-06-23,subjective,negative,negative,down,up,down,down,down,up
2014-06-24,subjective,negative,negative,up,down,up,down,up,down
2014-06-25,objective,positive,negative,down,down,up,up,down,up
2014-06-26,subjective,positive,negative,up,up,up,down,down,down
2014-06-27,subjective,positive,negative,down,down,up,down,down,up
2014-06-30,subjective,positive,negative,up,down,up,down,down,up
2014-07-01,subjective,positive,negative,up,down,up,up,down,up
2014-07-02,subjective,negative,negative,up,up,up,up,down,down
2014-07-07,subjective,positive,negative,down,up,down,down,down,up
2014-07-08,subjective,positive,negative,up,down,up,down,down,down
2014-07-09,subjective,positive,negative,down,up,down,up,up,up
2014-07-10,subjective,positive,negative,up,down,up,up,down,up
2014-07-11,subjective,positive,negative,up,down,up,up,up,up
2014-07-14,subjective,positive,negative,up,up,down,down,down,up
2014-07-15,subjective,positive,negative,up,up,up,up,up,down
